species,food,protein_g,fat_g,carbs_g,fiber_g,sugar_g,calories,omega3_mg,omega6_mg,bioavailability_score,glycemic_index,ingredient_cost_usd,toxin_flag,protein_match,fat_match,carb_tolerance,sugar_risk,omega_balance,bioavailability_match,glycemic_risk,digestibility_index,fiber_compatibility,predicted_caloric_density,health_grade
Cat,Amaranth (Cooked),3.8,1.6,18.7,2.1,0.0,102.0,30.0,1100.0,0.6,35.0,0.3,0.0,0.07307692307692307,1.0,0.10666666666666691,0.0,0.65,0.6,0.35,0.10128831630386494,0.86,0.3176,C
Cat,Sorghum (Cooked),3.5,0.6,23.9,1.6,0.0,111.0,15.0,700.0,0.55,62.0,0.1,0.0,0.0673076923076923,1.0,0.0,0.0,0.3931818181818182,0.55,0.62,0.07022984312294783,0.8933333333333333,0.3375,D
Cat,Cricket Flour,65.0,14.0,5.0,3.0,0.0,420.0,200.0,3200.0,0.8,0.0,2.5,0.0,1.0,1.0,1.0,0.0,1.0,0.8,0.0,0.7427510355663477,0.8,0.3113,A
Cat,Duck Egg,13.3,13.8,1.5,0.0,1.2,185.0,100.0,1400.0,0.9,0.0,0.65,0.0,0.2557692307692308,1.0,1.0,0.06,1.0,0.9,0.0,0.8082376772451046,1.0,0.3645,A
Cat,Goose Meat,22.8,7.1,0.0,0.0,0.0,161.0,180.0,750.0,0.86,0.0,1.4,0.0,0.43846153846153846,1.0,1.0,0.0,0.8409090909090908,0.86,0.0,0.8596229723805348,1.0,0.2677,A
Cat,Pheasant,23.6,3.6,0.0,0.0,0.0,133.0,150.0,870.0,0.88,0.0,1.6,0.0,0.4538461538461539,1.0,1.0,0.0,0.8954545454545455,0.88,0.0,0.8796272765777213,1.0,0.231,A
Cat,Ostrich,20.9,2.0,0.0,0.0,0.0,111.0,60.0,300.0,0.89,0.0,2.0,0.0,0.4019230769230769,1.0,1.0,0.0,0.43636363636363634,0.89,0.0,0.8895743663318986,1.0,0.1768,A
Cat,Crab Meat,18.1,1.1,0.0,0.0,0.0,83.0,380.0,20.0,0.88,0.0,1.5,0.0,0.3480769230769231,1.0,1.0,0.0,0.509090909090909,0.88,0.0,0.8795140806184428,1.0,0.2068,A
Cat,Mussel,11.9,2.2,3.7,0.0,0.0,86.0,680.0,18.0,0.82,0.0,0.7,0.0,0.22884615384615387,1.0,1.0,0.0,0.5081818181818182,0.82,0.0,0.6251121076233184,1.0,0.2848,A
Cat,Clam,14.7,1.0,2.6,0.0,0.0,86.0,284.0,12.0,0.8,0.0,0.65,0.0,0.2826923076923077,1.0,1.0,0.0,0.5054545454545455,0.8,0.0,0.6793760831889081,1.0,0.2885,A
Cat,Squid,15.6,1.4,3.1,0.0,0.0,92.0,500.0,8.0,0.78,0.0,0.55,0.0,0.3,1.0,1.0,0.0,0.5036363636363637,0.78,0.0,0.6503474078033137,1.0,0.3008,A
Cat,Oyster,9.5,2.5,4.9,0.0,0.0,81.0,740.0,30.0,0.75,0.0,0.9,0.0,0.18269230769230768,1.0,1.0,0.0,0.5136363636363637,0.75,0.0,0.49444829979181126,1.0,0.2572,A
Cat,Tilapia,20.1,1.7,0.0,0.0,0.0,96.0,210.0,200.0,0.9,0.0,0.5,0.0,0.38653846153846155,1.0,1.0,0.0,0.5909090909090909,0.9,0.0,0.8995524614619591,1.0,0.3172,A
Cat,Catfish,13.0,7.0,0.0,0.0,0.0,119.0,320.0,440.0,0.86,0.0,0.45,0.0,0.25,1.0,1.0,0.0,0.7,0.86,0.0,0.8593389700230591,1.0,0.3346,A
Cat,Lamb Liver,20.4,5.5,1.8,0.0,0.0,139.0,50.0,400.0,0.88,0.0,0.4,0.0,0.3923076923076923,1.0,1.0,0.0,0.4318181818181818,0.88,0.0,0.8082845565060782,1.0,0.3551,A
Cat,Chicken Gizzard,17.7,2.1,0.0,0.0,0.0,94.0,20.0,300.0,0.84,0.0,0.25,0.0,0.3403846153846154,1.0,1.0,0.0,0.23636363636363636,0.84,0.0,0.8395256916996047,1.0,0.3364,A
Cat,Turkey Liver,18.3,4.4,2.3,0.0,0.0,128.0,60.0,500.0,0.87,0.0,0.35,0.0,0.35192307692307695,1.0,1.0,0.0,0.5272727272727272,0.87,0.0,0.7724890829694322,1.0,0.3516,A
Cat,Rhubarb,0.9,0.2,4.5,1.8,1.1,21.0,5.0,20.0,0.4,15.0,0.25,0.8,0.01730769230769231,1.0,1.0,0.05500000000000001,0.03409090909090909,0.4,0.15,0.066543438077634,0.88,0.2815,F
Cat,Iceberg Lettuce,0.9,0.1,3.0,1.2,2.0,14.0,5.0,20.0,0.3,15.0,0.08,0.0,0.01730769230769231,1.0,1.0,0.1,0.03409090909090909,0.3,0.15,0.0690537084398977,0.92,0.2953,C
Cat,Macadamia Nut,7.9,75.8,13.8,8.6,4.6,718.0,200.0,1290.0,0.7,10.0,2.2,0.0,0.15192307692307694,0.0,0.76,0.22999999999999998,1.0,0.7,0.1,0.2547213265776139,0.42666666666666664,0.4709,C
Cat,Raw Potato,2.0,0.1,17.5,2.2,0.8,77.0,10.0,30.0,0.35,78.0,0.08,0.8,0.038461538461538464,1.0,0.2666666666666666,0.04,0.06363636363636364,0.35,0.78,0.03587903639159405,0.8533333333333333,0.313,F
Cat,Alcohol (Ethanol),0.0,0.0,0.0,0.0,0.0,231.0,0.0,0.0,0.05,0.0,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.05,0.0,0.0,1.0,0.259,F
Cat,Caffeine Extract,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.0,0.8,0.0,1.0,1.0,0.0,0.0,0.1,0.0,0.0,1.0,0.2,F
Cat,Apple Seeds,18.0,33.5,30.0,25.0,2.0,470.0,5.0,200.0,0.2,10.0,0.1,0.0,0.34615384615384615,0.32499999999999996,0.0,0.1,0.1159090909090909,0.2,0.1,0.0749843782545303,0.0,0.3631,F
Cat,Lily (Plant),3.0,0.5,8.0,2.0,1.0,45.0,2.0,10.0,0.1,15.0,0.3,1.0,0.057692307692307696,1.0,1.0,0.05,0.014545454545454545,0.1,0.15,0.027247956403269758,0.8666666666666667,0.2735,F
Cat,Bread (White),9.0,3.2,49.0,2.7,5.3,265.0,50.0,650.0,0.55,75.0,0.12,0.0,0.17307692307692307,1.0,0.0,0.265,0.5454545454545454,0.55,0.75,0.08533011549732805,0.82,0.4014,C
Cat,Citrus Peel,1.5,0.2,16.0,10.6,4.0,47.0,10.0,30.0,0.3,0.0,0.1,0.0,0.028846153846153848,1.0,0.4666666666666668,0.2,0.06363636363636364,0.3,0.0,0.02569960022844089,0.29333333333333333,0.301,E
Cat,Mammal Meat (Generic),22.0,8.0,0.0,0.0,0.0,170.0,60.0,400.0,0.85,0.0,0.6,0.0,0.4230769230769231,1.0,1.0,0.0,0.4818181818181818,0.85,0.0,0.84961381190368,1.0,0.3524,A
Rabbit,Chicken Breast,31.0,3.6,0.0,0.0,0.0,165.0,70.0,600.0,0.92,0.0,0.55,0.0,1.0,1.0,1.0,0.0,1.0,0.92,0.0,0.0,0.0,0.3631,A
Rabbit,Beef (Ground 85%),26.1,15.0,0.0,0.0,0.0,250.0,50.0,520.0,0.9,0.0,0.65,0.0,1.0,0.0,1.0,0.0,0.9166666666666667,0.9,0.0,0.0,0.0,0.41,B
Rabbit,Salmon,20.4,6.3,0.0,0.0,0.0,140.0,2260.0,170.0,0.95,0.0,1.2,0.0,0.85,0.74,1.0,0.0,0.7125,0.95,0.0,0.0,0.0,0.2834,A
Rabbit,Tuna,23.3,1.0,0.0,0.0,0.0,109.0,1600.0,40.0,0.93,0.0,0.9,0.0,0.9708333333333333,1.0,1.0,0.0,0.55,0.93,0.0,0.0,0.0,0.2888,A
Rabbit,Turkey Breast,29.0,1.0,0.0,0.0,0.0,135.0,40.0,410.0,0.91,0.0,0.6,0.0,1.0,1.0,1.0,0.0,0.8333333333333333,0.91,0.0,0.0,0.0,0.3356,A
Rabbit,Lamb,25.5,16.5,0.0,0.0,0.0,258.0,100.0,850.0,0.88,0.0,0.85,0.0,1.0,0.0,1.0,0.0,1.0,0.88,0.0,0.0,0.0,0.3916,A
Rabbit,Pork Loin,27.3,8.0,0.0,0.0,0.0,196.0,30.0,700.0,0.87,0.0,0.55,0.0,1.0,0.3999999999999999,1.0,0.0,0.75,0.87,0.0,0.0,0.0,0.3776,A
Rabbit,Duck,19.0,11.2,0.0,0.0,0.0,201.0,90.0,1100.0,0.86,0.0,1.0,0.0,0.7916666666666666,0.0,1.0,0.0,1.0,0.86,0.0,0.0,0.0,0.3344,B
Rabbit,Egg (Whole),12.6,9.5,0.7,0.0,0.4,143.0,74.0,1150.0,0.94,0.0,0.25,0.0,0.525,0.10000000000000009,1.0,0.02,1.0,0.94,0.0,0.04943651389932381,0.0,0.3795,B
Rabbit,Egg (White),10.9,0.2,0.7,0.0,0.7,52.0,0.0,0.0,0.88,0.0,0.2,0.0,0.45416666666666666,1.0,1.0,0.034999999999999996,0.0,0.88,0.0,0.053057708871662355,0.0,0.3156,C
Rabbit,Cottage Cheese,11.1,4.3,3.4,0.0,2.7,98.0,20.0,80.0,0.8,27.0,0.4,0.0,0.46249999999999997,1.0,1.0,0.135,0.26666666666666666,0.8,0.27,0.1874569262577533,0.0,0.321,C
Rabbit,Yogurt (Plain),3.5,3.3,4.7,0.0,4.7,61.0,10.0,50.0,0.78,36.0,0.3,0.0,0.14583333333333334,1.0,1.0,0.23500000000000001,0.14583333333333331,0.78,0.36,0.44652862362971996,0.0,0.307,C
Rabbit,Milk (Whole),3.3,3.3,4.8,0.0,5.1,61.0,30.0,120.0,0.75,31.0,0.15,0.0,0.13749999999999998,1.0,1.0,0.255,0.4,0.75,0.31,0.44389642416769426,0.0,0.3206,C
Rabbit,Cheese (Cheddar),25.0,33.1,1.3,0.0,0.5,403.0,100.0,650.0,0.82,0.0,0.7,0.0,1.0,0.0,1.0,0.025,1.0,0.82,0.0,0.04051691372101862,0.0,0.487,B
Rabbit,Rice (White Cooked),2.7,0.3,28.2,0.4,0.1,130.0,5.0,30.0,0.7,73.0,0.08,0.0,0.1125,1.0,1.0,0.005,0.07916666666666666,0.7,0.73,0.6394123283296071,0.04,0.3628,C
Rabbit,Rice (Brown Cooked),2.6,0.9,23.5,1.8,0.4,111.0,10.0,90.0,0.68,55.0,0.1,0.0,0.10833333333333334,1.0,1.0,0.02,0.19583333333333333,0.68,0.55,0.6164098889286994,0.18,0.3487,B
Rabbit,Oats (Cooked),2.5,1.5,12.0,1.7,0.3,68.0,20.0,860.0,0.65,55.0,0.12,0.0,0.10416666666666667,1.0,1.0,0.015,0.6666666666666666,0.65,0.55,0.5493522516964836,0.16999999999999998,0.3224,B
Rabbit,Quinoa (Cooked),4.4,1.9,21.3,2.8,0.9,120.0,50.0,700.0,0.72,53.0,0.35,0.0,0.18333333333333335,1.0,1.0,0.045,0.9166666666666667,0.72,0.53,0.6086285513854787,0.27999999999999997,0.3322,B
Rabbit,Sweet Potato (Cooked),2.0,0.1,20.1,3.0,6.5,86.0,2.0,4.0,0.74,63.0,0.15,0.0,0.08333333333333333,1.0,1.0,0.325,0.021666666666666667,0.74,0.63,0.6807646356033452,0.3,0.3345,D
Rabbit,Potato (Cooked),1.7,0.1,17.0,1.3,0.8,77.0,5.0,20.0,0.65,78.0,0.1,0.0,0.07083333333333333,1.0,1.0,0.04,0.06666666666666667,0.65,0.78,0.5944527736131934,0.13,0.3289,C
Rabbit,Carrot (Raw),0.9,0.2,9.6,2.8,4.7,41.0,2.0,60.0,0.6,35.0,0.08,0.0,0.0375,1.0,1.0,0.23500000000000001,0.09166666666666666,0.6,0.35,0.5589782118707738,0.27999999999999997,0.3111,D
Rabbit,Broccoli,2.8,0.4,7.0,2.6,1.7,34.0,30.0,20.0,0.7,15.0,0.15,0.0,0.11666666666666665,1.0,1.0,0.08499999999999999,0.275,0.7,0.15,0.5414987912973408,0.26,0.3035,B
Rabbit,Spinach,2.9,0.4,3.6,2.2,0.4,23.0,140.0,30.0,0.62,15.0,0.2,0.0,0.12083333333333333,1.0,1.0,0.02,0.5375,0.62,0.15,0.41285878300803686,0.22000000000000003,0.2911,B
Rabbit,Green Beans,1.8,0.2,7.0,3.4,3.3,31.0,15.0,40.0,0.68,15.0,0.12,0.0,0.075,1.0,1.0,0.16499999999999998,0.175,0.68,0.15,0.5791973791973792,0.33999999999999997,0.3044,C
Rabbit,Pumpkin,1.0,0.1,6.5,0.5,2.8,26.0,5.0,3.0,0.72,75.0,0.12,0.0,0.041666666666666664,1.0,1.0,0.13999999999999999,0.04541666666666666,0.72,0.75,0.6292134831460674,0.05,0.3026,D
Rabbit,Peas,5.4,0.4,14.5,5.5,5.9,81.0,45.0,100.0,0.75,48.0,0.15,0.0,0.225,1.0,1.0,0.29500000000000004,0.5,0.75,0.48,0.5903187721369539,0.55,0.3322,D
Rabbit,Apple,0.3,0.2,13.8,2.4,10.4,52.0,10.0,40.0,0.55,36.0,0.18,0.0,0.012499999999999999,1.0,1.0,0.52,0.13333333333333333,0.55,0.36,0.5396729254996971,0.24,0.3042,E
Rabbit,Banana,1.1,0.3,22.8,2.6,12.2,89.0,30.0,50.0,0.6,51.0,0.12,0.0,0.04583333333333334,1.0,1.0,0.61,0.3125,0.6,0.51,0.5748774047529234,0.26,0.3295,D
Rabbit,Blueberry,0.7,0.3,14.5,2.4,10.0,57.0,85.0,100.0,0.65,53.0,0.8,0.0,0.029166666666666664,1.0,1.0,0.5,0.625,0.65,0.53,0.6237932992617831,0.24,0.2488,D
Rabbit,Watermelon,0.6,0.2,7.6,0.4,6.2,30.0,2.0,10.0,0.55,72.0,0.1,0.0,0.024999999999999998,1.0,1.0,0.31,0.029166666666666667,0.55,0.72,0.5110336817653891,0.04,0.3028,D
Rabbit,Strawberry,0.7,0.3,7.7,2.0,4.9,32.0,65.0,90.0,0.6,40.0,0.4,0.0,0.029166666666666664,1.0,1.0,0.24500000000000002,0.6125,0.6,0.4,0.5590778097982708,0.2,0.2749,D
Rabbit,Mango,0.8,0.4,15.0,1.6,13.7,60.0,50.0,20.0,0.58,56.0,0.35,0.0,0.03333333333333333,1.0,1.0,0.6849999999999999,0.4416666666666667,0.58,0.56,0.5530155083285467,0.16,0.2921,E
Rabbit,Orange,0.9,0.1,11.8,2.4,9.4,47.0,10.0,30.0,0.5,43.0,0.15,0.0,0.0375,1.0,1.0,0.47000000000000003,0.12083333333333332,0.5,0.43,0.4698874917273329,0.24,0.3033,D
Rabbit,Pineapple,0.5,0.1,13.1,1.4,9.9,50.0,20.0,8.0,0.55,59.0,0.25,0.0,0.020833333333333332,1.0,1.0,0.495,0.17666666666666667,0.55,0.59,0.5313124583610926,0.13999999999999999,0.2964,D
Rabbit,Avocado,2.0,14.7,8.5,6.7,0.7,160.0,110.0,1690.0,0.7,15.0,0.6,0.8,0.08333333333333333,0.0,1.0,0.034999999999999996,1.0,0.7,0.15,0.6182452062754212,0.67,0.3271,F
Rabbit,Coconut (Raw),3.3,33.5,15.2,9.0,6.2,354.0,0.0,370.0,0.55,45.0,0.5,0.0,0.13749999999999998,0.0,1.0,0.31,0.4625,0.55,0.45,0.4838240639767357,0.9,0.4014,D
Rabbit,Peanut Butter,25.1,50.4,20.0,6.0,9.2,588.0,30.0,7800.0,0.8,14.0,0.4,0.0,1.0,0.0,1.0,0.45999999999999996,0.75,0.8,0.14,0.4069653688123655,0.6,0.6259,A
Rabbit,Almonds,21.2,49.4,21.7,12.2,4.4,579.0,6.0,12100.0,0.75,15.0,0.85,0.0,0.8833333333333333,0.0,1.0,0.22000000000000003,0.55,0.75,0.15,0.46135002721829077,1.0,0.5527,A
Rabbit,Walnuts,15.2,65.2,13.7,6.7,2.6,654.0,9080.0,38100.0,0.78,15.0,0.9,0.0,0.6333333333333333,0.0,1.0,0.13,1.0,0.78,0.15,0.4468407750631845,0.67,0.6068,B
Rabbit,Sunflower Seeds,20.8,51.5,20.0,8.6,2.6,584.0,74.0,23100.0,0.72,35.0,0.5,0.0,0.8666666666666667,0.0,1.0,0.13,1.0,0.72,0.35,0.41675774134790533,0.86,0.577,A
Rabbit,Flaxseed,18.3,42.2,28.9,27.3,1.5,534.0,22800.0,5900.0,0.45,0.0,0.55,0.0,0.7625000000000001,0.0,1.0,0.075,1.0,0.45,0.0,0.33941752784861096,1.0,0.4319,A
Rabbit,Chia Seeds,16.5,30.7,42.1,34.4,0.0,486.0,17800.0,5800.0,0.5,1.0,0.7,0.0,0.6875,0.0,1.0,0.0,1.0,0.5,0.01,0.41124610256961613,1.0,0.419,A
Rabbit,Chocolate (Dark),7.8,42.6,45.9,10.9,24.0,546.0,0.0,330.0,0.6,23.0,0.8,1.0,0.325,0.0,1.0,1.0,0.4125,0.6,0.23,0.5274725274725275,1.0,0.4748,F
Rabbit,Chocolate (Milk),7.6,29.7,59.4,3.4,52.0,535.0,0.0,210.0,0.55,42.0,0.65,0.8,0.31666666666666665,0.0,0.7723076923076924,1.0,0.2625,0.55,0.42,0.4905553188467547,0.33999999999999997,0.4639,F
Rabbit,Grapes,0.7,0.2,18.1,0.9,15.5,69.0,10.0,80.0,0.52,59.0,0.3,0.0,0.029166666666666664,1.0,1.0,0.775,0.18333333333333335,0.52,0.59,0.5012683916793506,0.09,0.2979,E
Rabbit,Raisins,3.1,0.5,79.2,3.7,59.2,299.0,5.0,30.0,0.48,64.0,0.45,0.0,0.12916666666666668,1.0,0.16307692307692312,1.0,0.07916666666666666,0.48,0.64,0.4626438786187652,0.37,0.3666,F
Rabbit,Onion (Raw),1.1,0.1,9.3,1.7,4.2,40.0,4.0,10.0,0.45,10.0,0.08,0.5,0.04583333333333334,1.0,1.0,0.21000000000000002,0.04583333333333334,0.45,0.1,0.4087530966143683,0.16999999999999998,0.306,E
Rabbit,Garlic,6.4,0.5,33.1,2.1,1.0,149.0,20.0,250.0,0.5,30.0,0.25,0.5,0.26666666666666666,1.0,1.0,0.05,0.47916666666666663,0.5,0.3,0.42297524633501565,0.21000000000000002,0.3329,E
Rabbit,Mushroom,3.1,0.3,3.3,1.0,2.0,22.0,0.0,370.0,0.6,15.0,0.3,0.0,0.12916666666666668,1.0,1.0,0.1,0.4625,0.6,0.15,0.3481781376518218,0.1,0.2803,C
Rabbit,Tomato,0.9,0.2,3.9,1.2,2.6,18.0,3.0,80.0,0.55,15.0,0.12,0.0,0.0375,1.0,1.0,0.13,0.125,0.55,0.15,0.4667221297836939,0.12,0.2957,C
Rabbit,Celery,0.7,0.2,3.0,1.6,1.3,14.0,8.0,80.0,0.58,15.0,0.1,0.0,0.029166666666666664,1.0,1.0,0.065,0.16666666666666669,0.58,0.15,0.502448210922787,0.16,0.2963,B
Rabbit,Cucumber,0.7,0.1,3.6,0.5,1.7,15.0,3.0,30.0,0.6,15.0,0.1,0.0,0.029166666666666664,1.0,1.0,0.08499999999999999,0.0625,0.6,0.15,0.5114345114345115,0.05,0.297,D
Rabbit,Zucchini,1.2,0.3,3.1,1.0,2.5,17.0,10.0,30.0,0.65,15.0,0.12,0.0,0.049999999999999996,1.0,1.0,0.125,0.12083333333333332,0.65,0.15,0.5018832391713748,0.1,0.2966,B
Rabbit,Bell Pepper,0.9,0.3,6.0,2.1,4.2,31.0,8.0,50.0,0.62,15.0,0.2,0.0,0.0375,1.0,1.0,0.21000000000000002,0.12916666666666665,0.62,0.15,0.5573806881243063,0.21000000000000002,0.2949,D
Rabbit,Kale,4.3,0.9,8.8,3.6,2.3,49.0,180.0,110.0,0.6,15.0,0.25,0.0,0.17916666666666667,1.0,1.0,0.11499999999999999,0.6375,0.6,0.15,0.44524236983842,0.36,0.2979,B
Rabbit,Cabbage,1.3,0.1,5.8,2.5,3.2,25.0,50.0,20.0,0.55,10.0,0.08,0.0,0.05416666666666667,1.0,1.0,0.16,0.4416666666666667,0.55,0.1,0.4750260145681583,0.25,0.3027,B
Rabbit,Cauliflower,1.9,0.3,5.0,2.0,1.9,25.0,30.0,10.0,0.58,15.0,0.15,0.0,0.07916666666666666,1.0,1.0,0.095,0.2625,0.58,0.15,0.4556677890011223,0.2,0.2963,C
Rabbit,Asparagus,2.2,0.1,3.9,2.1,1.9,20.0,10.0,80.0,0.65,15.0,0.35,0.0,0.09166666666666667,1.0,1.0,0.095,0.18333333333333335,0.65,0.15,0.4750304506699148,0.21000000000000002,0.2751,C
Rabbit,Beet,1.6,0.2,9.6,2.8,6.8,43.0,5.0,60.0,0.55,61.0,0.15,0.0,0.06666666666666667,1.0,1.0,0.33999999999999997,0.11666666666666667,0.55,0.61,0.48679514632405424,0.27999999999999997,0.3034,D
Rabbit,Corn (Sweet),3.4,1.5,19.0,2.7,6.3,86.0,18.0,960.0,0.68,52.0,0.1,0.0,0.14166666666666666,1.0,1.0,0.315,0.65,0.68,0.52,0.5876543209876544,0.27,0.3355,C
Rabbit,Lentils (Cooked),9.0,0.4,20.1,7.9,1.8,116.0,40.0,250.0,0.65,32.0,0.15,0.0,0.375,1.0,1.0,0.09,0.6458333333333333,0.65,0.32,0.49175898405836266,0.79,0.3436,A
Rabbit,Chickpeas (Cooked),8.9,2.6,27.4,7.6,4.8,164.0,40.0,2450.0,0.62,28.0,0.18,0.0,0.37083333333333335,1.0,1.0,0.24,0.8333333333333333,0.62,0.28,0.4941926668184924,0.76,0.3611,A
Rabbit,Black Beans (Cooked),8.9,0.5,23.7,8.7,0.3,132.0,30.0,120.0,0.6,30.0,0.12,0.0,0.37083333333333335,1.0,1.0,0.015,0.4,0.6,0.3,0.4705882352941177,0.8699999999999999,0.3496,A
Rabbit,Tofu,8.0,4.8,1.9,0.3,0.6,76.0,370.0,2890.0,0.7,15.0,0.3,0.0,0.3333333333333333,1.0,1.0,0.03,1.0,0.7,0.15,0.15083251714005871,0.03,0.3114,B
Rabbit,Sardine,24.6,11.5,0.0,0.0,0.0,208.0,1480.0,120.0,0.93,0.0,0.55,0.0,1.0,0.0,1.0,0.0,0.65,0.93,0.0,0.0,0.0,0.3955,A
Rabbit,Shrimp,24.0,0.3,0.2,0.0,0.0,99.0,540.0,50.0,0.91,0.0,0.8,0.0,1.0,1.0,1.0,0.0,0.5625,0.91,0.0,0.007517554729450641,0.0,0.2901,A
Rabbit,Cod,17.8,0.7,0.0,0.0,0.0,82.0,200.0,10.0,0.92,0.0,0.7,0.0,0.7416666666666667,1.0,1.0,0.0,0.5125,0.92,0.0,0.0,0.0,0.2887,A
Rabbit,Mackerel,18.6,13.9,0.0,0.0,0.0,205.0,2670.0,190.0,0.94,0.0,0.65,0.0,0.775,0.0,1.0,0.0,0.7375,0.94,0.0,0.0,0.0,0.3849,B
Rabbit,Liver (Beef),20.4,3.6,3.9,0.0,0.0,135.0,30.0,350.0,0.9,0.0,0.4,0.0,0.85,1.0,1.0,0.0,0.6875,0.9,0.0,0.1443850267379679,0.0,0.3545,A
Rabbit,Liver (Chicken),16.9,4.8,0.7,0.0,0.0,119.0,50.0,650.0,0.89,0.0,0.35,0.0,0.7041666666666666,1.0,1.0,0.0,0.9166666666666667,0.89,0.0,0.03537762634866553,0.0,0.3474,A
Rabbit,Heart (Beef),17.7,3.9,0.1,0.0,0.0,112.0,20.0,280.0,0.88,0.0,0.3,0.0,0.7374999999999999,1.0,1.0,0.0,0.5166666666666666,0.88,0.0,0.004941044357102751,0.0,0.3467,A
Rabbit,Kidney (Beef),17.4,3.1,0.3,0.0,0.0,99.0,40.0,300.0,0.85,0.0,0.35,0.0,0.725,1.0,1.0,0.0,0.7083333333333333,0.85,0.0,0.01439864483342744,0.0,0.3304,A
Rabbit,Bone Meal,12.0,6.0,0.0,0.0,0.0,100.0,10.0,50.0,0.4,0.0,0.15,0.0,0.5,0.8,1.0,0.0,0.14583333333333331,0.4,0.0,0.0,0.0,0.3161,C
Rabbit,Kelp,1.7,0.6,9.6,1.3,0.6,43.0,20.0,10.0,0.35,22.0,0.2,0.0,0.07083333333333333,1.0,1.0,0.03,0.17916666666666667,0.35,0.22,0.30253766851704994,0.13,0.2917,D
Rabbit,Spirulina,57.5,7.7,23.9,3.6,3.1,290.0,820.0,1250.0,0.5,0.0,1.5,0.0,1.0,0.45999999999999996,1.0,0.155,1.0,0.5,0.0,0.1617456769791789,0.36,0.2628,A
Rabbit,Wheatgrass,24.0,2.0,52.0,36.0,0.5,349.0,10.0,80.0,0.4,15.0,0.6,0.0,1.0,1.0,1.0,0.025,0.18333333333333335,0.4,0.15,0.3142576555664673,1.0,0.3486,A
Rabbit,Honey,0.3,0.0,82.4,0.2,82.1,304.0,0.0,0.0,0.5,58.0,0.5,0.0,0.012499999999999999,1.0,0.06461538461538474,1.0,0.0,0.5,0.58,0.49813050295501143,0.02,0.3682,F
Rabbit,Xylitol,0.0,0.0,100.0,0.0,0.0,240.0,0.0,0.0,0.1,7.0,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.07,0.09999000099990002,0.0,0.1687,F
Rabbit,Cinnamon,4.0,1.2,80.6,53.1,2.2,247.0,10.0,40.0,0.3,5.0,0.8,0.0,0.16666666666666666,1.0,0.1200000000000001,0.11000000000000001,0.13333333333333333,0.3,0.05,0.2912642509621669,1.0,0.2776,D
Rabbit,Turmeric,7.8,9.9,64.9,21.1,3.2,312.0,30.0,60.0,0.25,0.0,0.9,0.0,0.325,0.020000000000000018,0.6030769230769231,0.16,0.325,0.25,0.0,0.22918665387485337,1.0,0.2707,C
Rabbit,Ginger,1.8,0.8,17.8,2.0,1.7,80.0,30.0,100.0,0.45,0.0,0.35,0.0,0.075,1.0,1.0,0.08499999999999999,0.375,0.45,0.0,0.41230911614993054,0.2,0.293,B
Rabbit,Parsley,3.0,0.8,6.3,3.3,0.9,36.0,8.0,120.0,0.55,5.0,0.2,0.0,0.125,1.0,1.0,0.045,0.21666666666666667,0.55,0.05,0.4187153053132434,0.32999999999999996,0.2954,B
Rabbit,Coconut Oil,0.0,99.1,0.0,0.0,0.0,862.0,0.0,1800.0,0.85,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.5,0.85,0.0,0.0,0.0,0.8099,C
Rabbit,Fish Oil,0.0,100.0,0.0,0.0,0.0,902.0,35310.0,1540.0,0.9,0.0,1.2,0.0,0.0,0.0,1.0,0.0,1.0,0.9,0.0,0.0,0.0,0.81,C
Rabbit,Olive Oil,0.0,100.0,0.0,0.0,0.0,884.0,760.0,9760.0,0.85,0.0,0.8,0.0,0.0,0.0,1.0,0.0,1.0,0.85,0.0,0.0,0.0,0.8044,C
Rabbit,Butter,0.9,81.1,0.1,0.0,0.1,717.0,320.0,2170.0,0.82,0.0,0.5,0.0,0.0375,0.0,1.0,0.005,1.0,0.82,0.0,0.08118811881188119,0.0,0.7073,C
Rabbit,Pumpkin Seeds,30.2,49.1,10.7,6.0,1.4,559.0,120.0,20700.0,0.72,25.0,0.65,0.0,1.0,0.0,1.0,0.06999999999999999,1.0,0.72,0.25,0.2563206139415903,0.6,0.548,A
Rabbit,Hemp Seeds,31.6,48.8,8.7,4.0,1.5,553.0,8680.0,28700.0,0.75,0.0,0.95,0.0,1.0,0.0,1.0,0.075,1.0,0.75,0.0,0.2149627623561273,0.4,0.5276,A
Rabbit,Cranberry,0.5,0.1,12.2,4.6,4.0,46.0,20.0,30.0,0.5,45.0,0.7,0.0,0.020833333333333332,1.0,1.0,0.2,0.20416666666666666,0.5,0.45,0.48526863084922006,0.45999999999999996,0.2479,C
Rabbit,Papaya,0.5,0.3,10.8,1.7,7.8,43.0,25.0,5.0,0.6,60.0,0.3,0.0,0.020833333333333332,1.0,1.0,0.39,0.21458333333333335,0.6,0.6,0.5764796310530361,0.16999999999999998,0.2901,D
